Name,Type,Alignment,Armor Class,HP,Speed,Str,Dex,Con,Int,Wis,Cha,Saving Throws,Skills,Damage Vulnerabilities,Damage Resistances,Damage Immunities,Condition Immunities,Senses,Languages,Challenge,Traits,Actions,Legendary Actions,Intro,MetaTitle,MetaDescription,Source
Griffon,Large monstrosity,Unaligned,12,59 (7d10 + 21),"30ft., fly 80ft.",18,15,16,2,13,8,None,perception: +5,None,None,None,None,"darkvision 60 ft., passive perception 15",error,2,"
Keen Sight: The griffon has advantage on Wisdom (Perception) checks that rely on sight.","
Multiattack: The griffon makes two attacks: one with its beak and one with its claws.
Beak: Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 8 (1d8 + 4) piercing damage.
Claws: Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) slashing damage.",None,not in this JSON,Griffon - Monsters | DnD Wiki,"Griffon is a CR 2, Unaligned, monstrosity, in Dungeons and Dragons 5th Edition (D&D 5e)",bestiary-mm.json
Grimlock,Medium humanoid,Neutral Evil,11,11 (2d8 + 2),30ft.,16,12,12,9,8,6,None,"athletics: +5, perception: +3, stealth: +3",None,None,None,blinded,"blindsight 30 ft. or 10 ft. while deafened (blind beyond this radius), passive perception 13",Undercommon,1/4,"
Blind Senses: The grimlock can't use its blindsight while deafened and unable to smell.
Keen Hearing and Smell: The grimlock has advantage on Wisdom (Perception) checks that rely on hearing or smell.
Stone Camouflage: The grimlock has advantage on Dexterity (Stealth) checks made to hide in rocky terrain.","
Spiked Bone Club: Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 5 (1d4 + 3) bludgeoning damage plus 2 (1d4) piercing damage.",None,not in this JSON,Grimlock - Monsters | DnD Wiki,"Grimlock is a CR 1/4, Neutral Evil, humanoid, in Dungeons and Dragons 5th Edition (D&D 5e)",bestiary-mm.json
Guard,Medium humanoid,Any Alignment,16 ( chain shirt),11 (2d8 + 2),30ft.,13,12,12,10,11,10,None,perception: +2,None,None,None,None,passive perception 12,any one language (usually Common),1/8,error,"
Spear: Melee or Ranged Weapon Attack: ++3 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 4 (1d6 + 1) piercing damage, or 5 (1d8 + 1) piercing damage if used with two hands to make a melee attack.",None,not in this JSON,Guard - Monsters | DnD Wiki,"Guard is a CR 1/8, Any Alignment, humanoid, in Dungeons and Dragons 5th Edition (D&D 5e)",bestiary-mm.json
Guardian Naga,Large monstrosity,Lawful Good,18 (natural armor),127 (15d10 + 45),40ft.,19,18,16,16,19,18,"Dex: +8, Con: +7, Int: +7, Wis: +8, Cha: +8",None,None,None,poison,"charmed, poisoned","darkvision 60 ft., passive perception 14","Celestial, Common",10,"
Rejuvenation: If it dies, the naga returns to life in 1d6 days and regains all its hit points. Only a wish spell can prevent this trait from functioning.","
Bite: Melee Weapon Attack: +8 to hit, reach 10 ft., one creature. Hit: 8 (1d8 + 4) piercing damage, and the target must make a DC: 15 Constitution saving throw, taking 45 (10d8) poison damage on a failed save, or half as much damage on a successful one.
Spit Poison: Ranged Weapon Attack: +8 to hit, range 15/30 ft., one creature. Hit: The target must make a DC: 15 Constitution saving throw, taking 45 (10d8) poison damage on a failed save, or half as much damage on a successful one.",None,not in this JSON,Guardian Naga - Monsters | DnD Wiki,"Guardian Naga is a CR 10, Lawful Good, monstrosity, in Dungeons and Dragons 5th Edition (D&D 5e)",bestiary-mm.json
Gynosphinx,Large monstrosity,Lawful Neutral,17 (natural armor),136 (16d10 + 48),"40ft., fly 60ft.",18,15,16,18,18,18,None,"arcana: +12, history: +12, perception: +8, religion: +8",None,"bludgeoning, piercing and slashing from nonmagical attacks",psychic,"charmed, frightened","truesight 120 ft., passive perception 18","Common, Sphinx",11,"
Inscrutable: The sphinx is immune to any effect that would sense its emotions or read its thoughts, as well as any divination spell that it refuses. Wisdom (Insight) checks made to ascertain the sphinx's intentions or sincerity have disadvantage.
Magic Weapons: The sphinx's weapon attacks are magical.","
Multiattack: The sphinx makes two claw attacks.
Claw: Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) slashing damage.",None,not in this JSON,Gynosphinx - Monsters | DnD Wiki,"Gynosphinx is a CR 11, Lawful Neutral, monstrosity, in Dungeons and Dragons 5th Edition (D&D 5e)",bestiary-mm.json
Half-Ogre (Ogrillon),Large giant,Chaotic Good,12 ( hide armor),30 (4d10 + 8),30ft.,17,10,14,7,9,10,None,None,None,None,None,None,"darkvision 60 ft., passive perception 9","Common, Giant",1,error,"
Battleaxe: Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 12 (2d8 + 3) slashing damage, or 14 (2d10 + 3) slashing damage if used with two hands.
Javelin: Melee or Ranged Weapon Attack: ++5 to hit, reach 5 ft. or range 30/120 ft., one target. Hit: 10 (2d6 + 3) piercing damage.",None,not in this JSON,Half-Ogre (Ogrillon) - Monsters | DnD Wiki,"Half-Ogre (Ogrillon) is a CR 1, Chaotic Good, giant, in Dungeons and Dragons 5th Edition (D&D 5e)",bestiary-mm.json
Half-Red Dragon Veteran,Medium humanoid,Any Alignment,18 ( plate armor),65 (10d8 + 20),30ft.,16,13,14,10,11,10,None,"athletics: +5, perception: +2",None,fire,None,None,"blindsight 10 ft., darkvision 60 ft., passive perception 12","Common, Draconic",5,error,"
Multiattack: The veteran makes two longsword attacks. If it has a shortsword drawn, it can also make a shortsword attack.
Longsword: Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) slashing damage, or 8 (1d10 + 3) slashing damage if used with two hands.
Shortsword: Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) piercing damage.
Heavy Crossbow: Ranged Weapon Attack: +3 to hit, range 100/400 ft., one target. Hit: 6 (1d10 + 1) piercing damage.
Fire Breath  - Recharge  5: The veteran exhales fire in a 15-foot cone. Each creature in that area must make a DC: 15 Dexterity saving throw, taking 24 (7d6) fire damage on a failed save, or half as much damage on a successful one.",None,not in this JSON,Half-Red Dragon Veteran - Monsters | DnD Wiki,"Half-Red Dragon Veteran is a CR 5, Any Alignment, humanoid, in Dungeons and Dragons 5th Edition (D&D 5e)",bestiary-mm.json
Harpy,Medium monstrosity,Chaotic Evil,11,38 (7d8 + 7),"20ft., fly 40ft.",12,13,12,7,10,13,None,None,None,None,None,None,passive perception 10,Common,1,error,"
Multiattack: The harpy makes two attacks: one with its claws and one with its club.
Claws: Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 6 (2d4 + 1) slashing damage.
Club: Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 3 (1d4 + 1) bludgeoning damage.
Luring Song: The harpy sings a magical melody. Every humanoid and giant within 300 feet of the harpy that can hear the song must succeed on a DC: 11 Wisdom saving throw or be charmed until the song ends. The harpy must take a bonus action on its subsequent turns to continue singing. It can stop singing at any time. The song ends if the harpy is incapacitated.",None,not in this JSON,Harpy - Monsters | DnD Wiki,"Harpy is a CR 1, Chaotic Evil, monstrosity, in Dungeons and Dragons 5th Edition (D&D 5e)",bestiary-mm.json
Hawk,Tiny beast,Unaligned,13,1 (1d4 - 1),"10ft., fly 60ft.",5,16,8,2,14,6,None,perception: +4,None,None,None,None,passive perception 14,error,0,"
Keen Sight: The hawk has advantage on Wisdom (Perception) checks that rely on sight.","
Talons: Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 1 slashing damage.",None,not in this JSON,Hawk - Monsters | DnD Wiki,"Hawk is a CR 0, Unaligned, beast, in Dungeons and Dragons 5th Edition (D&D 5e)",bestiary-mm.json
Hell Hound,Medium fiend,Lawful Evil,15 (natural armor),45 (7d8 + 14),50ft.,17,12,14,6,13,6,None,perception: +5,None,None,fire,None,"darkvision 60 ft., passive perception 15","""understands Infernal but cant speak it""",3,"
Keen Hearing and Smell: The hound has advantage on Wisdom (Perception) checks that rely on hearing or smell.
Pack Tactics: The hound has advantage on an attack roll against a creature if at least one of the hound's allies is within 5 feet of the creature and the ally isn't incapacitated.","
Bite: Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) piercing damage plus 7 (2d6) fire damage.
Fire Breath  - Recharge  5: The hound exhales fire in a 15-foot cone. Each creature in that area must make a DC: 12 Dexterity saving throw, taking 21 (6d6) fire damage on a failed save, or half as much damage on a successful one.",None,not in this JSON,Hell Hound - Monsters | DnD Wiki,"Hell Hound is a CR 3, Lawful Evil, fiend, in Dungeons and Dragons 5th Edition (D&D 5e)",bestiary-mm.json
Helmed Horror,Medium construct,Unaligned,20 ( plate armor),60 (8d8 + 24),"30ft., fly 30ft.",18,13,16,10,10,10,None,perception: +4,None,"bludgeoning, piercing and slashing from nonmagical attacks that arent adamantine","force, necrotic, poison","blinded, charmed, deafened, frightened, paralyzed, petrified, poisoned, stunned","blindsight 60 ft. (blind beyond this radius), passive perception 14","""understands the languages of its creator but cant speak""",4,"
Magic Resistance: The helmed horror has advantage on saving throws against spells and other magical effects.
Spell Immunity: The helmed horror is immune to three spells chosen by its creator. Typical immunities include fireball, heat metal, and lightning bolt.","
Multiattack: The helmed horror makes two longsword attacks.
Longsword: Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 8 (1d8 + 4) slashing damage, or 9 (1d10 + 4) slashing damage if used with two hands.",None,not in this JSON,Helmed Horror - Monsters | DnD Wiki,"Helmed Horror is a CR 4, Unaligned, construct, in Dungeons and Dragons 5th Edition (D&D 5e)",bestiary-mm.json
Hezrou,Large fiend,Chaotic Evil,16 (natural armor),136 (13d10 + 65),30ft.,19,17,20,5,12,13,"Str: +7, Con: +8, Wis: +4",None,None,"cold, fire, lightning; and bludgeoning, piercing and slashing from nonmagical attacks",poison,poisoned,"darkvision 120 ft., passive perception 11","Abyssal, telepathy 120 ft.",8,"
Magic Resistance: The hezrou has advantage on saving throws against spells and other magical effects.
Stench: Any creature that starts its turn within 10 feet of the hezrou must succeed on a {@dc 14 Constitution saving throw or be poisoned until the start of its next turn. On a successful saving throw, the creature is immune to the hezrou's stench for 24 hours.","
Multiattack: The hezrou makes three attacks: one with its bite and two with its claws.
Bite: Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 15 (2d10 + 4) piercing damage.
Claws: Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) slashing damage.",None,not in this JSON,Hezrou - Monsters | DnD Wiki,"Hezrou is a CR 8, Chaotic Evil, fiend, in Dungeons and Dragons 5th Edition (D&D 5e)",bestiary-mm.json
Hill Giant,Huge giant,Chaotic Evil,13 (natural armor),105 (10d12 + 40),40ft.,21,8,19,5,9,6,None,perception: +2,None,None,None,None,passive perception 12,Giant,5,error,"
Multiattack: The giant makes two greatclub attacks.
Greatclub: Melee Weapon Attack: +8 to hit, reach 10 ft., one target. Hit: 18 (3d8 + 5) bludgeoning damage.
Rock: Ranged Weapon Attack: +8 to hit, range 60/240 ft., one target. Hit: 21 (3d10 + 5) bludgeoning damage.",None,not in this JSON,Hill Giant - Monsters | DnD Wiki,"Hill Giant is a CR 5, Chaotic Evil, giant, in Dungeons and Dragons 5th Edition (D&D 5e)",bestiary-mm.json
Hippogriff,Large monstrosity,Unaligned,11,19 (3d10 + 3),"40ft., fly 60ft.",17,13,13,2,12,8,None,perception: +5,None,None,None,None,passive perception 15,error,1,"
Keen Sight: The hippogriff has advantage on Wisdom (Perception) checks that rely on sight.","
Multiattack: The hippogriff makes two attacks: one with its beak and one with its claws.
Beak: Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 8 (1d10 + 3) piercing damage.
Claws: Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) slashing damage.",None,not in this JSON,Hippogriff - Monsters | DnD Wiki,"Hippogriff is a CR 1, Unaligned, monstrosity, in Dungeons and Dragons 5th Edition (D&D 5e)",bestiary-mm.json
Hobgoblin,Medium humanoid,Lawful Evil,18 ( chain mail),11 (2d8 + 2),30ft.,13,12,12,10,10,9,None,None,None,None,None,None,"darkvision 60 ft., passive perception 10","Common, Goblin",1/2,"
Martial Advantage: Once per turn, the hobgoblin can deal an extra 7 (2d6) damage to a creature it hits with a weapon attack if that creature is within 5 feet of an ally of the hobgoblin that isn't incapacitated.","
Longsword: Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 5 (1d8 + 1) slashing damage, or 6 (1d10 + 1) slashing damage if used with two hands.
Longbow: Ranged Weapon Attack: +3 to hit, range 150/600 ft., one target. Hit: 5 (1d8 + 1) piercing damage.",None,not in this JSON,Hobgoblin - Monsters | DnD Wiki,"Hobgoblin is a CR 1/2, Lawful Evil, humanoid, in Dungeons and Dragons 5th Edition (D&D 5e)",bestiary-mm.json
Hobgoblin Captain,Medium humanoid,Lawful Evil,17 ( half plate armor),39 (6d8 + 12),30ft.,15,14,14,12,10,13,None,None,None,None,None,None,"darkvision 60 ft., passive perception 10","Common, Goblin",3,"
Martial Advantage: Once per turn, the hobgoblin can deal an extra 10 (3d6) damage to a creature it hits with a weapon attack if that creature is within 5 feet of an ally of the hobgoblin that isn't incapacitated.","
Multiattack: The hobgoblin makes two greatsword attacks.
Greatsword: Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 9 (2d6 + 2) slashing damage.
Javelin: Melee or Ranged Weapon Attack: ++4 to hit, reach 5 ft. or range 30/120 ft., one target. Hit: 5 (1d6 + 2) piercing damage.
Leadership (Recharges after a Short or Long Rest): For 1 minute, the hobgoblin can utter a special command or warning whenever a nonhostile creature that it can see within 30 feet of it makes an attack roll or a saving throw. The creature can add a d4 to its roll provided it can hear and understand the hobgoblin. A creature can benefit from only one Leadership die at a time. This effect ends if the hobgoblin is incapacitated.",None,not in this JSON,Hobgoblin Captain - Monsters | DnD Wiki,"Hobgoblin Captain is a CR 3, Lawful Evil, humanoid, in Dungeons and Dragons 5th Edition (D&D 5e)",bestiary-mm.json
Hobgoblin Warlord,Medium humanoid,Lawful Evil,20 ( plate armor),97 (13d8 + 39),30ft.,16,14,16,14,11,15,"Int: +5, Wis: +3, Cha: +5",None,None,None,None,None,"darkvision 60 ft., passive perception 10","Common, Goblin",6,"
Martial Advantage: Once per turn, the hobgoblin can deal an extra 14 (4d6) damage to a creature it hits with a weapon attack if that creature is within 5 feet of an ally of the hobgoblin that isn't incapacitated.","
Multiattack: The hobgoblin makes three melee attacks. Alternatively, it can make two ranged attacks with its javelins.
Longsword: Melee Weapon Attack: +9 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) slashing damage, or 8 (1d10 + 3) slashing damage if used with two hands.
Shield Bash: Melee Weapon Attack: +9 to hit, reach 5 ft., one creature. Hit: 5 (1d4 + 3) bludgeoning damage. If the target is Large or smaller, it must succeed on a DC: 14 Strength saving throw or be knocked prone.
Javelin: Melee or Ranged Weapon Attack: ++9 to hit, reach 5 ft. or range 30/120 ft., one target. Hit: 6 (1d6 + 3) piercing damage.
Leadership (Recharges after a Short or Long Rest): For 1 minute, the hobgoblin can utter a special command or warning whenever a nonhostile creature that it can see within 30 feet of it makes an attack roll or a saving throw. The creature can add a d4 to its roll provided it can hear and understand the hobgoblin. A creature can benefit from only one Leadership die at a time. This effect ends if the hobgoblin is incapacitated.",None,not in this JSON,Hobgoblin Warlord - Monsters | DnD Wiki,"Hobgoblin Warlord is a CR 6, Lawful Evil, humanoid, in Dungeons and Dragons 5th Edition (D&D 5e)",bestiary-mm.json
